,arrival_date,state,district,market,variety,modal_price
2808,Jun,Maharashtra,Nanded,Bhokar,Yellow,3428.25
2809,Jun,Maharashtra,Nanded,Dharmabad,Yellow,3581.4285714285716
2810,Jun,Maharashtra,Nanded,Himalyatnagar,Yellow,3455.0
2811,Jun,Maharashtra,Nanded,Nanded,Other,3564.285714285714
2812,Jun,Maharashtra,Nandurbar,Nandurbar,Other,3481.125
2826,Jun,Maharashtra,Parbhani,Gangakhed,Yellow,3625.0
2813,Jun,Maharashtra,Nandurbar,Navapur,Other,3232.0
2815,Jun,Maharashtra,Nashik,Kalvan,Other,3540.2
2816,Jun,Maharashtra,Nashik,Lasalgaon,Other,3535.8
2817,Jun,Maharashtra,Nashik,Lasalgaon(Niphad),Other,3546.7368421052633
2818,Jun,Maharashtra,Nashik,Malegaon,Yellow,3210.3333333333335
2819,Jun,Maharashtra,Nashik,Nandgaon,Yellow,3297.0
2820,Jun,Maharashtra,Nashik,Sinner,Other,3524.4
2821,Jun,Maharashtra,Nashik,Yeola,Other,3480.6
2822,Jun,Maharashtra,Osmanabad,Kalamb(Osmanabad),Yellow,3660.6
2823,Jun,Maharashtra,Osmanabad,Murim,Yellow,3500.0
2824,Jun,Maharashtra,Osmanabad,Tuljapur,Other,3611.823529411765
2814,Jun,Maharashtra,Nandurbar,Shahada,Other,3407.5
2802,Jun,Maharashtra,Nagpur,Katol,Yellow,3395.095238095238
2852,Jun,Maharashtra,Wardha,Sindi,Yellow,3446.4285714285716
2854,Jun,Maharashtra,Wardha,Wardha,Yellow,3404.3571428571427
2881,Jun,Rajasthan,Jhalawar,Aklera,Other,3609.8
2882,Jun,Rajasthan,Jhalawar,Bhawani Mandi,Other,3610.5263157894738
2883,Jun,Rajasthan,Jhalawar,Bhawani Mandi(Choumehla),Other,3579.285714285714
2884,Jun,Rajasthan,Jhalawar,Bhawani Mandi(Raipur),Other,3595.909090909091
2885,Jun,Rajasthan,Jhalawar,Jhalarapatan,Other,3599.4
2886,Jun,Rajasthan,Jhalawar,Khanpur,Other,3706.7727272727275
2887,Jun,Rajasthan,Kota,Chechat,Other,3722.5
2888,Jun,Rajasthan,Kota,Itawa,Other,3488.3333333333335
2889,Jun,Rajasthan,Kota,Kota,Other,3649.5454545454545
2890,Jun,Rajasthan,Kota,Ramaganj Mandi,Other,3658.0
2880,Jun,Rajasthan,Chittorgarh,Pratapgarh,Yellow,3565.375
2891,Jun,Rajasthan,Swai Madhopur,Sawai Madhopur,Other,3555.0
2893,Jun,Rajasthan,Udaipur,Udaipur,Other,3616.6666666666665
2894,Jun,Telangana,Adilabad,Bhainsa,Yellow,3472.0
2895,Jun,Telangana,Karimnagar,Koratla,Black,3850.0
2896,Jun,Telangana,Medak,Sadasivpet,Local,2801.0
2897,Jun,Telangana,Medak,Zaheerabad,Black,3562.5
2898,Jun,Telangana,Nizamabad,Nizamabad,Yellow,2902.0
2899,Jun,Uttar Pradesh,Kanpur,Kanpur(Grain),Soyabeen,5107.142857142857
2900,Jun,Uttar Pradesh,Lalitpur,Lalitpur,Yellow,3770.9523809523807
2901,Jun,Uttrakhand,UdhamSinghNagar,Rudrapur,Other,3480.0
2576,Jun,Madhya Pradesh,Guna,Kumbhraj,Other,3527.6923076923076
2892,Jun,Rajasthan,Tonk,Deoli,Other,3050.0
2853,Jun,Maharashtra,Wardha,Sindi(Selu),Yellow,3497.5
2879,Jun,Rajasthan,Chittorgarh,Pratapgarh,Other,3727.0
2877,Jun,Rajasthan,Chittorgarh,Fatehnagar,Other,3525.0
2855,Jun,Maharashtra,Yavatmal,Aarni,Yellow,3475.0
2856,Jun,Maharashtra,Yavatmal,Babhulgaon,Yellow,3541.5
2857,Jun,Maharashtra,Yavatmal,Digras,Yellow,3572.9166666666665
2858,Jun,Maharashtra,Yavatmal,Ner Parasopant,Yellow,3390.0
2859,Jun,Maharashtra,Yavatmal,Umarked(Danki),Yellow,3571.6666666666665
2860,Jun,Maharashtra,Yavatmal,Umarkhed,Yellow,3567.5
2861,Jun,Maharashtra,Yavatmal,Vani,Yellow,3442.2
2862,Jun,Maharashtra,Yavatmal,Yeotmal,Yellow,3456.25
2863,Jun,Manipur,Bishnupur,Bishenpur,Other,7400.0
2864,Jun,Manipur,Imphal East,Lamlong Bazaar,Other,7500.0
2878,Jun,Rajasthan,Chittorgarh,Nimbahera,Other,3560.764705882353
2865,Jun,Manipur,Imphal West,Imphal,Other,6000.0
2867,Jun,Rajasthan,Baran,Anta,Other,3488.2
2868,Jun,Rajasthan,Baran,Atru,Other,3573.0476190476193
2869,Jun,Rajasthan,Baran,Atru(Kawai Salpura),Other,3664.0476190476193
2870,Jun,Rajasthan,Baran,Baran,Other,3479.0526315789475
2871,Jun,Rajasthan,Baran,Chhabra,Other,3664.5
2872,Jun,Rajasthan,Bhilwara,Bijolia,Other,3750.0
2873,Jun,Rajasthan,Bundi,Bundi,Other,3531.6428571428573
2874,Jun,Rajasthan,Bundi,DEI(Bundi),Other,3574.0
2875,Jun,Rajasthan,Bundi,Keshoraipatan,Other,3502.794117647059
2876,Jun,Rajasthan,Chittorgarh,Badrisadri,Other,3381.6
2866,Jun,Manipur,Thoubal,Thoubal,Other,7000.0
2801,Jun,Maharashtra,Nagpur,Bhiwapur,Yellow,3490.0
2800,Jun,Maharashtra,Latur,Udgir(Devanibud),Yellow,3681.3333333333335
2799,Jun,Maharashtra,Latur,Udgir,Other,3633.9375
2723,Jun,Maharashtra,Akola,Akola,Yellow,3532.7272727272725
2724,Jun,Maharashtra,Akola,Akot,Yellow,3455.5555555555557
2725,Jun,Maharashtra,Akola,Balapur,Yellow,3437.5
2726,Jun,Maharashtra,Akola,Murtizapur,Yellow,3467.25
2727,Jun,Maharashtra,Akola,Patur,Other,3832.8
2728,Jun,Maharashtra,Akola,Telhara,Yellow,3414.5
2729,Jun,Maharashtra,Amarawati,Amarawati,Other,3385.823529411765
2730,Jun,Maharashtra,Amarawati,Anajngaon,Yellow,3310.0
2731,Jun,Maharashtra,Amarawati,Chandur Bazar,Yellow,3435.909090909091
2732,Jun,Maharashtra,Amarawati,Chandur Railway,Yellow,3518.3333333333335
2722,Jun,Maharashtra,Ahmednagar,Shrirampur(Belapur),Other,3575.0
2733,Jun,Maharashtra,Amarawati,Daryapur,Yellow,3536.0
2735,Jun,Maharashtra,Amarawati,Morshi,Other,3463.25
2736,Jun,Maharashtra,Amarawati,Nanggaon,Yellow,3525.0
2737,Jun,Maharashtra,Aurangabad,Aurangabad,Other,3690.0
2738,Jun,Maharashtra,Aurangabad,Lasur Station,Other,3562.0
2739,Jun,Maharashtra,Aurangabad,Paithan,Yellow,3123.0
2740,Jun,Maharashtra,Aurangabad,Sillod,Other,3250.0
2741,Jun,Maharashtra,Aurangabad,Sillod(Bharadi),Yellow,3550.0
2742,Jun,Maharashtra,Aurangabad,Vaijpur,Other,3565.0
2743,Jun,Maharashtra,Beed,Ambejaogai,Yellow,3611.315789473684
2744,Jun,Maharashtra,Beed,Beed,Yellow,3475.0
2734,Jun,Maharashtra,Amarawati,Dhamngaon-Railway,Yellow,3471.4285714285716
2745,Jun,Maharashtra,Beed,Gevrai,Yellow,3314.0
2721,Jun,Maharashtra,Ahmednagar,Shrirampur,Other,3549.285714285714
2719,Jun,Maharashtra,Ahmednagar,Rahuri(Vambori),Other,3434.0
2697,Jun,Madhya Pradesh,Tikamgarh,Niwadi,Yellow,3388.4
2698,Jun,Madhya Pradesh,Tikamgarh,Tikamgarh,Yellow,3458.5555555555557
2699,Jun,Madhya Pradesh,Ujjain,Badnagar,Yellow,3671.0
2700,Jun,Madhya Pradesh,Ujjain,Khachrod,Yellow,3622.9583333333335
2701,Jun,Madhya Pradesh,Ujjain,Mahidpur,Yellow,3518.086956521739
2702,Jun,Madhya Pradesh,Ujjain,Nagda,Yellow,3550.1428571428573
2703,Jun,Madhya Pradesh,Ujjain,Tarana,Yellow,3555.4545454545455
2704,Jun,Madhya Pradesh,Ujjain,Ujjain,Yellow,3635.1111111111113
2705,Jun,Madhya Pradesh,Ujjain,Unhel,Soyabeen,349.03636363636366
2706,Jun,Madhya Pradesh,Umariya,Umariya,Other,3500.0
2720,Jun,Maharashtra,Ahmednagar,Sangamner,Other,3450.0
2707,Jun,Madhya Pradesh,Vidisha,Ganjbasoda,Yellow,3529.0
2709,Jun,Madhya Pradesh,Vidisha,Kurwai,Yellow,3425.0
2710,Jun,Madhya Pradesh,Vidisha,Lateri,Yellow,3296.0526315789475
2711,Jun,Madhya Pradesh,Vidisha,Shamshabad,Yellow,3406.2
2712,Jun,Madhya Pradesh,Vidisha,Sironj,Other,3380.6315789473683
2713,Jun,Madhya Pradesh,Vidisha,Vidisha,Yellow,3573.55
2714,Jun,Maharashtra,Ahmednagar,Ahmednagar,Other,3400.0
2715,Jun,Maharashtra,Ahmednagar,Jamkhed,Yellow,3316.6666666666665
2716,Jun,Maharashtra,Ahmednagar,Kopargaon,Other,3517.1052631578946
2717,Jun,Maharashtra,Ahmednagar,Rahata,Other,3483.3333333333335
2718,Jun,Maharashtra,Ahmednagar,Rahuri,Other,3450.0
2708,Jun,Madhya Pradesh,Vidisha,Gulabganj,Other,3200.0
2746,Jun,Maharashtra,Beed,Kada,Other,3100.0
2747,Jun,Maharashtra,Beed,Kaij,Yellow,3605.777777777778
2748,Jun,Maharashtra,Beed,Kille Dharur,Yellow,3529.9
2776,Jun,Maharashtra,Hingoli,Hingoli(Kanegoan Naka),Yellow,3537.3684210526317
2777,Jun,Maharashtra,Hingoli,Jawala-Bajar,Other,3400.0
2778,Jun,Maharashtra,Hingoli,Kalamnuri,Yellow,3520.0
2779,Jun,Maharashtra,Hingoli,Sengoan,Yellow,3511.764705882353
2780,Jun,Maharashtra,Jalana,Bhokardan,Yellow,3535.714285714286
2781,Jun,Maharashtra,Jalana,Bhokardan(Pimpalgaon Renu),Yellow,3475.0
2782,Jun,Maharashtra,Jalana,Ghansawangi,Yellow,3525.0
2783,Jun,Maharashtra,Jalana,Jalana,Yellow,3559.5
2784,Jun,Maharashtra,Jalana,Mantha,Other,3300.0
2785,Jun,Maharashtra,Jalana,Partur,Other,3500.0
2775,Jun,Maharashtra,Hingoli,Hingoli,Other,3498.705882352941
2786,Jun,Maharashtra,Jalana,Partur,Yellow,3498.5
2788,Jun,Maharashtra,Jalgaon,Chalisgaon,Other,3400.0
2789,Jun,Maharashtra,Jalgaon,Chopada,Yellow,3350.3333333333335
2790,Jun,Maharashtra,Jalgaon,Jalgaon,Other,3637.5
2791,Jun,Maharashtra,Jalgaon,Pachora,Other,3576.0
2792,Jun,Maharashtra,Latur,Ahmedpur,Yellow,3519.0
2793,Jun,Maharashtra,Latur,Aurad Shahajani,Yellow,3593.3846153846152
2794,Jun,Maharashtra,Latur,Ausa,Yellow,3617.2727272727275
2795,Jun,Maharashtra,Latur,Chakur,Yellow,3649.9375
2796,Jun,Maharashtra,Latur,Latur,Yellow,3656.9444444444443
2798,Jun,Maharashtra,Latur,Nilanga,Yellow,3575.0
2787,Jun,Maharashtra,Jalgaon,Amalner,Other,3200.0
2774,Jun,Maharashtra,Hingoli,Basmat,Yellow,3560.0
2773,Jun,Maharashtra,Hingoli,Basmat,Black,3660.0
2772,Jun,Maharashtra,Hingoli,Akhadabalapur,Yellow,3625.0
2749,Jun,Maharashtra,Beed,Majalgaon,Other,3451.4736842105262
2750,Jun,Maharashtra,Beed,Parali Vaijyanath,Other,3610.0555555555557
2751,Jun,Maharashtra,Bhandara,Bhandara,Other,3400.0
2752,Jun,Maharashtra,Buldhana,Buldhana,Yellow,3590.0
2753,Jun,Maharashtra,Buldhana,Buldhana(Dhad),Yellow,3450.0
2754,Jun,Maharashtra,Buldhana,Chikali,Yellow,3440.235294117647
2755,Jun,Maharashtra,Buldhana,Deoulgaon Raja,Yellow,3376.5
2756,Jun,Maharashtra,Buldhana,Jalgaon Jamod(Aasalgaon),Yellow,3500.0
2757,Jun,Maharashtra,Buldhana,Khamgaon,Yellow,3431.076923076923
2758,Jun,Maharashtra,Buldhana,Lonar,Yellow,3526.705882352941
2759,Jun,Maharashtra,Buldhana,Malkapur,Yellow,3449.1176470588234
2760,Jun,Maharashtra,Buldhana,Mehekar,Other,3468.6666666666665
2761,Jun,Maharashtra,Buldhana,Nandura,Yellow,3531.0555555555557
2762,Jun,Maharashtra,Buldhana,Sangrampur,Other,3400.0
2763,Jun,Maharashtra,Buldhana,Sangrampur(Varvatbakal),Other,3433.3333333333335
2764,Jun,Maharashtra,Buldhana,Shegaon,Yellow,3482.222222222222
2765,Jun,Maharashtra,Buldhana,Sindkhed Raja,Yellow,3650.0
2766,Jun,Maharashtra,Chandrapur,Chandrapur,Other,3586.6428571428573
2767,Jun,Maharashtra,Chandrapur,Gondpimpri,Yellow,3621.0
2768,Jun,Maharashtra,Chandrapur,Rajura,Yellow,3595.5
2769,Jun,Maharashtra,Chandrapur,Varora,Yellow,3507.0
2770,Jun,Maharashtra,Dhule,Dhule,Other,1600.0
2771,Jun,Maharashtra,Dhule,Shirpur,Yellow,3346.0
2695,Jun,Madhya Pradesh,Shivpuri,Shivpuri,Other,3582.7894736842104
2577,Jun,Madhya Pradesh,Guna,Maksudangarh,Other,3522.1052631578946
2417,Jul,Maharashtra,Osmanabad,Tuljapur,Other,3602.0
2484,Jul,Uttar Pradesh,Kanpur,Kanpur(Grain),Soyabeen,5170.0
2192,Jul,Madhya Pradesh,Mandsaur,Suvasra,Other,3412.1666666666665
2193,Jul,Madhya Pradesh,Morena,Kailaras,Yellow,3161.0
2194,Jul,Madhya Pradesh,Narsinghpur,Gadarwada,Yellow,3343.866666666667
2195,Jul,Madhya Pradesh,Narsinghpur,Kareli,Yellow,3383.0714285714284
2196,Jul,Madhya Pradesh,Narsinghpur,Narsinghpur,Other,3304.3571428571427
2197,Jul,Madhya Pradesh,Narsinghpur,Tendukheda,Yellow,3400.0
2198,Jul,Madhya Pradesh,Neemuch,Javad,Other,3100.0
2199,Jul,Madhya Pradesh,Neemuch,Manasa,Other,3346.1666666666665
2200,Jul,Madhya Pradesh,Neemuch,Neemuch,Yellow,3498.4666666666667
2201,Jul,Madhya Pradesh,Panna,Devandranagar,Soyabeen,3241.0
2191,Jul,Madhya Pradesh,Mandsaur,Sitmau,Other,3416.75
2202,Jul,Madhya Pradesh,Panna,Panna,Other,3340.0
2204,Jul,Madhya Pradesh,Raisen,Begamganj,Other,3347.0588235294117
2205,Jul,Madhya Pradesh,Raisen,Gairatganj,Other,3451.0
2206,Jul,Madhya Pradesh,Raisen,Gairatganj,Yellow,3362.4285714285716
2207,Jul,Madhya Pradesh,Raisen,Obedullaganj,Yellow,3443.153846153846
2208,Jul,Madhya Pradesh,Raisen,Raisen,Other,3270.0
2209,Jul,Madhya Pradesh,Raisen,Raisen,Yellow,3253.4444444444443
2210,Jul,Madhya Pradesh,Raisen,Silvani,Black,3315.909090909091
2211,Jul,Madhya Pradesh,Raisen,Udaipura,Other,3213.8888888888887
2212,Jul,Madhya Pradesh,Rajgarh,Biaora,Yellow,3338.3333333333335
2213,Jul,Madhya Pradesh,Rajgarh,Chhapiheda,Other,3428.823529411765
2203,Jul,Madhya Pradesh,Raisen,Bareli,Other,3064.0
2190,Jul,Madhya Pradesh,Mandsaur,Shamgarh,Soyabeen,3432.3333333333335
2189,Jul,Madhya Pradesh,Mandsaur,Piplya,Yellow,3448.3333333333335
2188,Jul,Madhya Pradesh,Mandsaur,Piplya,Soyabeen,3500.5454545454545
2165,Jul,Madhya Pradesh,Indore,Indore,Yellow,3513.157894736842
2166,Jul,Madhya Pradesh,Indore,Mhow,Other,3474.782608695652
2167,Jul,Madhya Pradesh,Indore,Sanwer,Yellow,3500.3888888888887
2168,Jul,Madhya Pradesh,Jabalpur,Jabalpur,Yellow,2600.0
2169,Jul,Madhya Pradesh,Jhabua,Jhabua,Yellow,3366.818181818182
2170,Jul,Madhya Pradesh,Jhabua,Petlawad,Yellow,3371.4736842105262
2171,Jul,Madhya Pradesh,Jhabua,Thandla,Yellow,3483.3333333333335
2172,Jul,Madhya Pradesh,Katni,Katni,Yellow,3325.0
2173,Jul,Madhya Pradesh,Khandwa,Harsood,Yellow,3470.5
2174,Jul,Madhya Pradesh,Khandwa,Khandwa,Other,3620.0
2175,Jul,Madhya Pradesh,Khandwa,Khandwa,Yellow,3481.823529411765
2176,Jul,Madhya Pradesh,Khandwa,Pandhana,Other,3384.75
2177,Jul,Madhya Pradesh,Khargone,Badwaha,Yellow,3251.5625
2178,Jul,Madhya Pradesh,Khargone,Bhikangaon,Other,3533.2272727272725
2179,Jul,Madhya Pradesh,Khargone,Karhi,Other,3671.0
2180,Jul,Madhya Pradesh,Khargone,Kasrawad,Soyabeen,3425.0
2181,Jul,Madhya Pradesh,Khargone,Khargone,Other,3452.176470588235
2182,Jul,Madhya Pradesh,Khargone,Sanawad,Soyabeen,3311.6666666666665
2183,Jul,Madhya Pradesh,Khargone,Segaon,Other,3175.0
2184,Jul,Madhya Pradesh,Mandsaur,Daloda,Soyabeen,3516.6666666666665
2185,Jul,Madhya Pradesh,Mandsaur,Garoth,Other,3200.0
2186,Jul,Madhya Pradesh,Mandsaur,Mandsaur,Other,3383.235294117647
2187,Jul,Madhya Pradesh,Mandsaur,Piplya,Local,3700.0
2214,Jul,Madhya Pradesh,Rajgarh,Jeerapur,Other,3400.0
2215,Jul,Madhya Pradesh,Rajgarh,Jeerapur,Yellow,3420.0
2216,Jul,Madhya Pradesh,Rajgarh,Khilchipur,Soyabeen,3484.3636363636365
2217,Jul,Madhya Pradesh,Rajgarh,Khilchipur,Yellow,3450.0
2245,Jul,Madhya Pradesh,Sagar,Sagar,Yellow,3466.176470588235
2246,Jul,Madhya Pradesh,Sagar,Shahagarh,Other,3180.0
2247,Jul,Madhya Pradesh,Satna,Nagod,Other,3224.5555555555557
2248,Jul,Madhya Pradesh,Satna,Satna,Other,2889.230769230769
2249,Jul,Madhya Pradesh,Sehore,Ashta,Yellow,3532.315789473684
2250,Jul,Madhya Pradesh,Sehore,Ichhawar,Other,3540.0
2251,Jul,Madhya Pradesh,Sehore,Ichhawar,Yellow,3484.722222222222
2252,Jul,Madhya Pradesh,Sehore,Jawar,Soyabeen,3515.315789473684
2253,Jul,Madhya Pradesh,Sehore,Nasrullaganj,Other,3447.0
2254,Jul,Madhya Pradesh,Sehore,Nasrullaganj,Yellow,3450.8
2255,Jul,Madhya Pradesh,Sehore,Rehati,Yellow,3243.4166666666665
2256,Jul,Madhya Pradesh,Sehore,Sehore,Yellow,3473.214285714286
2257,Jul,Madhya Pradesh,Sehore,Shyampur,Other,3427.3076923076924
2258,Jul,Madhya Pradesh,Sehore,Shyampur,Yellow,3492.0
2259,Jul,Madhya Pradesh,Seoni,Keolari,Other,3300.0
2260,Jul,Madhya Pradesh,Seoni,Palari,Black,3465.0
2261,Jul,Madhya Pradesh,Shajapur,Agar,Other,3466.842105263158
2262,Jul,Madhya Pradesh,Shajapur,Akodia,Other,3487.2727272727275
2263,Jul,Madhya Pradesh,Shajapur,Badod,Yellow,3466.266666666667
2264,Jul,Madhya Pradesh,Shajapur,Berachha,Other,3426.0
2265,Jul,Madhya Pradesh,Shajapur,Berachha,Yellow,3362.5
2266,Jul,Madhya Pradesh,Shajapur,Kalapipal,Yellow,3401.3333333333335
2267,Jul,Madhya Pradesh,Shajapur,Maksi,Other,3456.0
2244,Jul,Madhya Pradesh,Sagar,Rehli,Yellow,3441.6666666666665
2164,Jul,Madhya Pradesh,Indore,Gautampura,Other,3432.764705882353
2243,Jul,Madhya Pradesh,Sagar,Rahatgarh,Yellow,3369.285714285714
2241,Jul,Madhya Pradesh,Sagar,Khurai,Other,3268.6666666666665
2218,Jul,Madhya Pradesh,Rajgarh,Khujner,Yellow,3488.75
2219,Jul,Madhya Pradesh,Rajgarh,Kurawar,Yellow,3500.625
2220,Jul,Madhya Pradesh,Rajgarh,Narsinghgarh,Yellow,3479.1176470588234
2221,Jul,Madhya Pradesh,Rajgarh,Pachaur,Other,3100.0
2222,Jul,Madhya Pradesh,Rajgarh,Pachaur,Yellow,3515.769230769231
2223,Jul,Madhya Pradesh,Rajgarh,Sarangpur,Yellow,3417.235294117647
2224,Jul,Madhya Pradesh,Rajgarh,Suthalia,Black,3200.0
2225,Jul,Madhya Pradesh,Rajgarh,Suthalia,Yellow,3288.75
2226,Jul,Madhya Pradesh,Ratlam,A lot,Yellow,3501.8823529411766
2227,Jul,Madhya Pradesh,Ratlam,Jaora,Other,3483.153846153846
2228,Jul,Madhya Pradesh,Ratlam,Ratlam,Yellow,3513.653846153846
2229,Jul,Madhya Pradesh,Ratlam,Sailana,Other,3498.6923076923076
2230,Jul,Madhya Pradesh,Ratlam,Taal,Soyabeen,3526.1666666666665
2231,Jul,Madhya Pradesh,Rewa,Baikunthpur,Other,3460.0
2232,Jul,Madhya Pradesh,Rewa,Hanumana,Yellow,3000.0
2233,Jul,Madhya Pradesh,Rewa,Rewa,Other,2924.285714285714
2234,Jul,Madhya Pradesh,Sagar,Bamora,Yellow,3414.0
2235,Jul,Madhya Pradesh,Sagar,Banda,Soyabeen,3385.25
2236,Jul,Madhya Pradesh,Sagar,Bina,Yellow,3345.0
2237,Jul,Madhya Pradesh,Sagar,Deori,Soyabeen,3399.0
2238,Jul,Madhya Pradesh,Sagar,Garhakota,Yellow,3442.5454545454545
2239,Jul,Madhya Pradesh,Sagar,Jaisinagar,Soyabeen,3283.5714285714284
2240,Jul,Madhya Pradesh,Sagar,Kesli,Other,3110.0
2242,Jul,Madhya Pradesh,Sagar,Khurai,Soyabeen,3325.25
2163,Jul,Madhya Pradesh,Hoshangabad,Semriharchand,Other,3065.0
2162,Jul,Madhya Pradesh,Hoshangabad,Pipariya,Other,3087.2
2161,Jul,Madhya Pradesh,Hoshangabad,Itarsi,Yellow,3458.0
2083,Jul,Gujarat,Surat,Mandvi,Other,2808.3333333333335
2084,Jul,Gujarat,Surat,S.Mandvi,Other,2808.3333333333335
2086,Jul,Karnataka,Belgaum,Bailahongal,Local,3518.3333333333335
2087,Jul,Karnataka,Belgaum,Sankeshwar,Soyabeen,3350.0
2088,Jul,Karnataka,Bidar,Bhalki,Soyabeen,3602.0
2089,Jul,Karnataka,Bidar,Bidar,Soyabeen,3585.375
2090,Jul,Karnataka,Dharwad,Dharwar,Soyabeen,3564.5333333333333
2091,Jul,Karnataka,Dharwad,Hubli (Amaragol),Soyabeen,3394.846153846154
2092,Jul,Karnataka,Dharwad,Kalagategi,Soyabeen,3562.0
2093,Jul,Karnataka,Gulbarga,Gulbarga,Soyabeen,3335.8
2094,Jul,Karnataka,Haveri,Haveri,Soyabeen,3633.3333333333335
2095,Jul,Karnataka,Haveri,Savanur,Soyabeen,3800.0
2096,Jul,Karnataka,Haveri,Shiggauv,Soyabeen,3567.6153846153848
2097,Jul,Madhya Pradesh,Alirajpur,Alirajpur,Other,3310.625
2098,Jul,Madhya Pradesh,Alirajpur,Jobat,Other,3269.230769230769
2099,Jul,Madhya Pradesh,Ashoknagar,Ashoknagar,Yellow,3380.777777777778
2100,Jul,Madhya Pradesh,Ashoknagar,Chanderi,Soyabeen,3299.6666666666665
2101,Jul,Madhya Pradesh,Ashoknagar,Isagarh,Other,3250.0
2102,Jul,Madhya Pradesh,Ashoknagar,Isagarh,Yellow,3527.5
2103,Jul,Madhya Pradesh,Ashoknagar,Mungawali,Yellow,3308.818181818182
2104,Jul,Madhya Pradesh,Ashoknagar,Piprai,Other,3296.6666666666665
2105,Jul,Madhya Pradesh,Ashoknagar,Shadora,Other,3465.3
2106,Jul,Madhya Pradesh,Badwani,Anjad,Other,3375.0
2082,Jul,Gujarat,Sabarkantha,Vadali,Other,706.0
2107,Jul,Madhya Pradesh,Badwani,Balwadi,Yellow,3250.0
2081,Jul,Gujarat,Sabarkantha,Modasa,Yellow,3296.875
2079,Jul,Gujarat,Sabarkantha,Bhiloda,Other,3738.0
2485,Jul,Uttar Pradesh,Lalitpur,Lalitpur,Yellow,3604.2105263157896
2057,Jul,Chattisgarh,Balodabazar,Bhatapara,Other,3139.75
2058,Jul,Chattisgarh,Bemetara,Berla,Yellow,3450.0
2059,Jul,Chattisgarh,Bemetara,Saja,Yellow,3100.0
2060,Jul,Chattisgarh,Durg,Khamhariya,Yellow,3425.0
2061,Jul,Chattisgarh,Kabirdham,Kawardha,Yellow,3440.1363636363635
2062,Jul,Chattisgarh,Mungeli,Munguli,Yellow,3375.823529411765
2063,Jul,Chattisgarh,Raipur,Arang,Soyabeen,3556.0
2064,Jul,Chattisgarh,Raipur,Kharora,Yellow,3000.0
2065,Jul,Chattisgarh,Rajnandgaon,Dongargaon,Local,3505.6666666666665
2066,Jul,Chattisgarh,Rajnandgaon,Dongargaon,Yellow,3516.0
2067,Jul,Chattisgarh,Rajnandgaon,Dongargarh,Other,3399.0
2068,Jul,Chattisgarh,Rajnandgaon,Kheragarh,Other,3025.0
2069,Jul,Chattisgarh,Rajnandgaon,Rajnandgaon,Yellow,3542.5789473684213
2070,Jul,Gujarat,Amreli,Amreli,Soyabeen,3360.0
2071,Jul,Gujarat,Amreli,Rajula,Soyabeen,3125.0
2072,Jul,Gujarat,Dahod,Dahod,Soyabeen,3590.0476190476193
2073,Jul,Gujarat,Jamnagar,Bhanvad,Soyabeen,3650.0
2074,Jul,Gujarat,Junagarh,Junagadh,Soyabeen,3330.294117647059
2075,Jul,Gujarat,Rajkot,Dhoraji,Yellow,3230.0
2076,Jul,Gujarat,Rajkot,Gondal,Yellow,3390.8333333333335
2077,Jul,Gujarat,Rajkot,Jasdan,Other,3133.75
2078,Jul,Gujarat,Rajkot,Upleta,Soyabeen,3183.3333333333335
2080,Jul,Gujarat,Sabarkantha,Khedbrahma,Other,3722.0
2268,Jul,Madhya Pradesh,Shajapur,Momanbadodiya,Yellow,3410.0
2108,Jul,Madhya Pradesh,Badwani,Sendhwa,Yellow,3426.076923076923
2110,Jul,Madhya Pradesh,Betul,Multai,Yellow,3445.181818181818
2138,Jul,Madhya Pradesh,Dewas,Sonkatch,Yellow,3448.1111111111113
2139,Jul,Madhya Pradesh,Dhar,Badnawar,Yellow,3542.48
2140,Jul,Madhya Pradesh,Dhar,Dhamnod,Yellow,3491.875
2141,Jul,Madhya Pradesh,Dhar,Dhar,Other,2800.0
2142,Jul,Madhya Pradesh,Dhar,Dhar,Yellow,3483.3333333333335
2143,Jul,Madhya Pradesh,Dhar,Gandhwani,Yellow,3778.4615384615386
2144,Jul,Madhya Pradesh,Dhar,Kukshi,Yellow,3319.4444444444443
2145,Jul,Madhya Pradesh,Dhar,Manawar,Other,3347.285714285714
2146,Jul,Madhya Pradesh,Dhar,Rajgarh,Other,342.0
2147,Jul,Madhya Pradesh,Dhar,Rajgarh,Yellow,3454.8947368421054
2148,Jul,Madhya Pradesh,Dindori,Gorakhpur,Local,3295.2727272727275
2149,Jul,Madhya Pradesh,Guna,Aron,Other,3338.1666666666665
2150,Jul,Madhya Pradesh,Guna,Binaganj,Other,3407.3333333333335
2151,Jul,Madhya Pradesh,Guna,Guna,Other,3486.5789473684213
2152,Jul,Madhya Pradesh,Guna,Kumbhraj,Other,3415.625
2153,Jul,Madhya Pradesh,Guna,Maksudangarh,Other,3385.6315789473683
2154,Jul,Madhya Pradesh,Guna,Raghogarh,Soyabeen,3342.6666666666665
2155,Jul,Madhya Pradesh,Gwalior,Dabra,Yellow,2900.0
2156,Jul,Madhya Pradesh,Harda,Harda,Yellow,3486.222222222222
2157,Jul,Madhya Pradesh,Harda,Khirakiya,Yellow,3475.2105263157896
2158,Jul,Madhya Pradesh,Harda,Siroli,Soyabeen,3444.5625
2159,Jul,Madhya Pradesh,Harda,Timarni,Soyabeen,3469.764705882353
