,arrival_date,state,district,market,variety,modal_price
3717,May,Maharashtra,Yavatmal,Umarkhed,Yellow,3593.3333333333335
3718,May,Maharashtra,Yavatmal,Vani,Yellow,3575.0
3719,May,Maharashtra,Yavatmal,Yeotmal,Yellow,3601.25
3720,May,Maharashtra,Yavatmal,ZariZamini,Yellow,3600.0
3721,May,Rajasthan,Baran,Anta,Other,3463.75
3646,May,Maharashtra,Jalgaon,Jalgaon,Other,3367.0
3645,May,Maharashtra,Jalgaon,Chopada,Yellow,3551.5
3747,May,Telangana,Nizamabad,Nizamabad,Yellow,2634.3333333333335
3643,May,Maharashtra,Jalgaon,Amalner,Other,3216.6666666666665
3569,May,Madhya Pradesh,Ujjain,Ujjain,Yellow,3748.6666666666665
3570,May,Madhya Pradesh,Ujjain,Unhel,Soyabeen,356.6916666666666
3571,May,Madhya Pradesh,Vidisha,Ganjbasoda,Yellow,3511.8823529411766
3572,May,Madhya Pradesh,Vidisha,Kurwai,Yellow,3150.0
3573,May,Madhya Pradesh,Vidisha,Lateri,Yellow,3408.8888888888887
3574,May,Madhya Pradesh,Vidisha,Shamshabad,Yellow,3295.133333333333
3575,May,Madhya Pradesh,Vidisha,Sironj,Other,3371.1111111111113
3576,May,Madhya Pradesh,Vidisha,Vidisha,Yellow,3557.777777777778
3577,May,Maharashtra,Ahmednagar,Ahmednagar,Other,3331.0
3578,May,Maharashtra,Ahmednagar,Jamkhed,Yellow,3310.0
3567,May,Madhya Pradesh,Ujjain,Nagda,Yellow,3608.1739130434785
3579,May,Maharashtra,Ahmednagar,Kopargaon,Other,3561.5714285714284
