,Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
0,Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
15093,15093,Khandwa,Harsood,Maize,Other,FAQ,1650,1752,1752,09 Mar 2019
15094,15094,Khandwa,Harsood,Maize,Other,FAQ,1500,1500,1500,05 Mar 2019
15095,15095,Khandwa,Harsood,Maize,Other,FAQ,1775,1800,1800,02 Mar 2019
15096,15096,Khandwa,Harsood,Maize,Other,FAQ,1500,1698,1698,01 Mar 2019
15097,15097,Khandwa,Harsood,Maize,Other,FAQ,1600,1701,1700,28 Feb 2019
15098,15098,Khandwa,Harsood,Maize,Other,FAQ,1791,1791,1791,27 Feb 2019
15099,15099,Khandwa,Harsood,Maize,Other,FAQ,1400,1826,1800,25 Feb 2019
15100,15100,Khandwa,Harsood,Maize,Other,FAQ,1840,1845,1843,23 Feb 2019
15101,15101,Khandwa,Harsood,Maize,Other,FAQ,1600,1880,1860,22 Feb 2019
15102,15102,Khandwa,Harsood,Maize,Other,FAQ,1601,1851,1850,21 Feb 2019
15103,15103,Khandwa,Harsood,Maize,Other,FAQ,1845,1845,1845,20 Feb 2019
15104,15104,Khandwa,Harsood,Maize,Other,FAQ,1700,1830,1830,16 Feb 2019
15105,15105,Khandwa,Harsood,Maize,Other,FAQ,1700,1825,1800,15 Feb 2019
15106,15106,Khandwa,Harsood,Maize,Other,FAQ,1600,1915,1700,14 Feb 2019
15107,15107,Khandwa,Harsood,Maize,Other,FAQ,1784,1960,1950,13 Feb 2019
15108,15108,Khandwa,Harsood,Maize,Other,FAQ,1915,1990,1953,11 Feb 2019
15109,15109,Khandwa,Harsood,Maize,Other,FAQ,1901,1959,1950,08 Feb 2019
15110,15110,Khandwa,Harsood,Maize,Other,FAQ,1900,1961,1919,07 Feb 2019
15111,15111,Khandwa,Harsood,Maize,Other,FAQ,1911,1970,1970,06 Feb 2019
15112,15112,Khandwa,Harsood,Maize,Other,FAQ,1600,2000,2000,05 Feb 2019
15113,15113,Khandwa,Harsood,Maize,Other,FAQ,1825,1825,1825,02 Feb 2019
15114,15114,Khandwa,Harsood,Maize,Other,FAQ,1850,1876,1876,01 Feb 2019
15115,15115,Khandwa,Harsood,Maize,Other,FAQ,1846,1850,1850,31 Jan 2019
15116,15116,Khandwa,Harsood,Maize,Other,FAQ,1725,1773,1745,30 Jan 2019
15117,15117,Khandwa,Harsood,Maize,Other,FAQ,1700,1741,1730,29 Jan 2019
15118,15118,Khandwa,Harsood,Maize,Other,FAQ,1740,1740,1740,28 Jan 2019
15119,15119,Khandwa,Harsood,Maize,Other,FAQ,1726,1726,1726,25 Jan 2019
15120,15120,Khandwa,Harsood,Maize,Other,FAQ,1600,1756,1605,24 Jan 2019
15121,15121,Khandwa,Harsood,Maize,Other,FAQ,1500,1731,1711,23 Jan 2019
15122,15122,Khandwa,Harsood,Maize,Other,FAQ,1734,1734,1734,22 Jan 2019
15123,15123,Khandwa,Harsood,Maize,Other,FAQ,1500,1722,1530,21 Jan 2019
15124,15124,Khandwa,Harsood,Maize,Other,FAQ,1650,1705,1695,19 Jan 2019
15125,15125,Khandwa,Harsood,Maize,Other,FAQ,1687,1724,1690,18 Jan 2019
15126,15126,Khandwa,Harsood,Maize,Other,FAQ,1500,1702,1680,17 Jan 2019
15127,15127,Khandwa,Harsood,Maize,Other,FAQ,1650,1700,1690,16 Jan 2019
15128,15128,Khandwa,Harsood,Maize,Other,FAQ,1610,1690,1650,15 Jan 2019
15129,15129,Khandwa,Harsood,Maize,Other,FAQ,1600,1700,1650,14 Jan 2019
15130,15130,Khandwa,Harsood,Maize,Other,FAQ,1590,1610,1601,12 Jan 2019
15131,15131,Khandwa,Harsood,Maize,Other,FAQ,1550,1700,1630,10 Jan 2019
15132,15132,Khandwa,Harsood,Maize,Other,FAQ,1600,1700,1658,09 Jan 2019
15133,15133,Khandwa,Harsood,Maize,Other,FAQ,1550,1650,1636,08 Jan 2019
15134,15134,Khandwa,Harsood,Maize,Other,FAQ,1600,1621,1615,07 Jan 2019
15135,15135,Khandwa,Harsood,Maize,Other,FAQ,1555,1575,1561,04 Jan 2019
15136,15136,Khandwa,Harsood,Maize,Other,FAQ,1542,1569,1561,03 Jan 2019
15137,15137,Khandwa,Harsood,Maize,Other,FAQ,1559,1567,1561,02 Jan 2019
15138,15138,Khandwa,Harsood,Maize,Other,FAQ,1400,1553,1476,01 Jan 2019
15139,15139,Khandwa,Harsood,Maize,Other,FAQ,1496,1574,1559,31 Dec 2018
15140,15140,Khandwa,Harsood,Maize,Other,FAQ,1375,1625,1580,29 Dec 2018
15141,15141,Khandwa,Harsood,Maize,Other,FAQ,1553,1579,1564,28 Dec 2018
15142,15142,Khandwa,Harsood,Maize,Other,FAQ,1520,1611,1589,27 Dec 2018
15143,15143,Khandwa,Harsood,Maize,Other,FAQ,1575,1630,1589,26 Dec 2018
15144,15144,Khandwa,Harsood,Maize,Other,FAQ,1575,1620,1600,24 Dec 2018
15145,15145,Khandwa,Harsood,Maize,Other,FAQ,1550,1621,1600,21 Dec 2018
15146,15146,Khandwa,Harsood,Maize,Other,FAQ,1580,1650,1598,20 Dec 2018
15147,15147,Khandwa,Harsood,Maize,Other,FAQ,1250,1634,1590,19 Dec 2018
15148,15148,Khandwa,Harsood,Maize,Other,FAQ,1576,1596,1587,18 Dec 2018
15149,15149,Khandwa,Harsood,Maize,Other,FAQ,1575,1628,1618,17 Dec 2018
15150,15150,Khandwa,Harsood,Maize,Other,FAQ,1531,1575,1550,15 Dec 2018
15151,15151,Khandwa,Harsood,Maize,Other,FAQ,1489,1544,1524,13 Dec 2018
15152,15152,Khandwa,Harsood,Maize,Other,FAQ,1479,1543,1519,12 Dec 2018
15153,15153,Khandwa,Harsood,Maize,Other,FAQ,1436,1500,1460,11 Dec 2018
15154,15154,Khandwa,Harsood,Maize,Other,FAQ,1380,1479,1450,10 Dec 2018
15155,15155,Khandwa,Harsood,Maize,Other,FAQ,1400,1451,1436,06 Dec 2018
15156,15156,Khandwa,Harsood,Maize,Other,FAQ,1401,1465,1445,05 Dec 2018
15157,15157,Khandwa,Harsood,Maize,Other,FAQ,1311,1473,1450,01 Dec 2018
15158,15158,Khandwa,Harsood,Maize,Other,FAQ,1410,1470,1440,30 Nov 2018
15159,15159,Khandwa,Harsood,Maize,Other,FAQ,1390,1410,1400,26 Nov 2018
15160,15160,Khandwa,Harsood,Maize,Other,FAQ,1377,1395,1385,23 Nov 2018
15161,15161,Khandwa,Harsood,Maize,Other,FAQ,1200,1412,1380,22 Nov 2018
15162,15162,Khandwa,Harsood,Maize,Other,FAQ,1325,1380,1346,20 Nov 2018
15163,15163,Khandwa,Harsood,Maize,Other,FAQ,1250,1374,1340,19 Nov 2018
15164,15164,Khandwa,Harsood,Maize,Other,FAQ,1100,1332,1275,17 Nov 2018
15165,15165,Khandwa,Harsood,Maize,Other,FAQ,1200,1318,1284,16 Nov 2018
15166,15166,Khandwa,Harsood,Maize,Other,FAQ,1100,1308,1276,15 Nov 2018
15167,15167,Khandwa,Harsood,Maize,Other,FAQ,1000,1240,1225,03 Nov 2018
15168,15168,Khandwa,Harsood,Maize,Other,FAQ,971,1238,1180,31 Oct 2018
15169,15169,Khandwa,Harsood,Maize,Other,FAQ,800,1267,1190,30 Oct 2018
15170,15170,Khandwa,Harsood,Maize,Other,FAQ,1078,1238,1200,29 Oct 2018
15171,15171,Khandwa,Harsood,Maize,Other,FAQ,904,1264,1190,26 Oct 2018
15172,15172,Khandwa,Harsood,Maize,Other,FAQ,803,1225,1197,22 Oct 2018
15173,15173,Khandwa,Harsood,Maize,Other,FAQ,1051,1275,1266,20 Oct 2018
15174,15174,Khandwa,Harsood,Maize,Other,FAQ,801,1300,1238,16 Oct 2018
15175,15175,Khandwa,Harsood,Maize,Other,FAQ,950,1302,1140,15 Oct 2018
15176,15176,Khandwa,Harsood,Maize,Other,FAQ,1271,1400,1300,11 Oct 2018
15177,15177,Khandwa,Harsood,Maize,Other,FAQ,1190,1275,1225,10 Oct 2018
15178,15178,Khandwa,Harsood,Maize,Other,FAQ,1250,1300,1280,01 Oct 2018
15179,15179,Khandwa,Harsood,Maize,Other,FAQ,1000,1000,1000,27 Sep 2018
15180,15180,Khandwa,Harsood,Maize,Other,FAQ,1280,1300,1295,25 Sep 2018
15181,15181,Khandwa,Harsood,Maize,Other,FAQ,1269,1269,1269,11 Sep 2018
15182,15182,Khandwa,Harsood,Maize,Other,FAQ,1120,1120,1120,10 Sep 2018
15183,15183,Khandwa,Harsood,Maize,Other,FAQ,1161,1161,1161,24 Aug 2018
15184,15184,Khandwa,Harsood,Maize,Other,FAQ,1269,1279,1279,23 Aug 2018
15185,15185,Khandwa,Harsood,Maize,Other,FAQ,1260,1260,1260,20 Aug 2018
15186,15186,Khandwa,Harsood,Maize,Other,FAQ,1125,1238,1158,18 Aug 2018
15187,15187,Khandwa,Harsood,Maize,Other,FAQ,1161,1161,1161,09 Jul 2018
15188,15188,Khandwa,Harsood,Maize,Other,FAQ,1161,1161,1161,06 Jul 2018
15189,15189,Khandwa,Harsood,Maize,Other,FAQ,1179,1179,1179,03 Jul 2018
15190,15190,Khandwa,Harsood,Maize,Other,FAQ,1182,1182,1182,02 Jul 2018
15191,15191,Khandwa,Harsood,Maize,Other,FAQ,1160,1165,1165,29 Jun 2018
15192,15192,Khandwa,Harsood,Maize,Other,FAQ,1100,1100,1100,28 Jun 2018
15193,15193,Khandwa,Harsood,Maize,Other,FAQ,1150,1150,1150,27 Jun 2018
15194,15194,Khandwa,Harsood,Maize,Other,FAQ,1185,1190,1189,26 Jun 2018
15195,15195,Khandwa,Harsood,Maize,Other,FAQ,1090,1181,1091,20 Jun 2018
15196,15196,Khandwa,Harsood,Maize,Other,FAQ,1168,1200,1200,19 Jun 2018
15197,15197,Khandwa,Harsood,Maize,Other,FAQ,1185,1186,1185,14 Jun 2018
15198,15198,Khandwa,Harsood,Maize,Other,FAQ,1100,1100,1100,13 Jun 2018
15199,15199,Khandwa,Harsood,Maize,Other,FAQ,1186,1192,1192,11 Jun 2018
15200,15200,Khandwa,Harsood,Maize,Other,FAQ,1171,1171,1171,08 Jun 2018
15201,15201,Khandwa,Harsood,Maize,Other,FAQ,1176,1176,1176,06 Jun 2018
15202,15202,Khandwa,Harsood,Maize,Other,FAQ,1140,1192,1182,05 Jun 2018
15203,15203,Khandwa,Harsood,Maize,Other,FAQ,1150,1175,1160,02 Jun 2018
15204,15204,Khandwa,Harsood,Maize,Other,FAQ,1200,1200,1200,01 Jun 2018
15205,15205,Khandwa,Harsood,Maize,Other,FAQ,1050,1184,1184,31 May 2018
15206,15206,Khandwa,Harsood,Maize,Other,FAQ,1168,1168,1168,30 May 2018
15207,15207,Khandwa,Harsood,Maize,Other,FAQ,1150,1170,1170,28 May 2018
15208,15208,Khandwa,Harsood,Maize,Other,FAQ,1100,1173,1110,21 May 2018
15209,15209,Khandwa,Harsood,Maize,Other,FAQ,1127,1129,1128,16 May 2018
15210,15210,Khandwa,Harsood,Maize,Other,FAQ,1050,1050,1050,15 May 2018
15211,15211,Khandwa,Harsood,Maize,Other,FAQ,1100,1100,1100,10 May 2018
15212,15212,Khandwa,Harsood,Maize,Other,FAQ,1090,1138,1099,09 May 2018
15213,15213,Khandwa,Harsood,Maize,Other,FAQ,1136,1136,1136,08 May 2018
15214,15214,Khandwa,Harsood,Maize,Other,FAQ,1100,1100,1100,07 May 2018
15215,15215,Khandwa,Harsood,Maize,Other,FAQ,1137,1137,1137,05 May 2018
15216,15216,Khandwa,Harsood,Maize,Other,FAQ,1130,1130,1130,03 May 2018
15217,15217,Khandwa,Harsood,Maize,Other,FAQ,1050,1100,1075,02 May 2018
15218,15218,Khandwa,Harsood,Maize,Other,FAQ,1125,1125,1125,01 May 2018
15219,15219,Khandwa,Harsood,Maize,Other,FAQ,1050,1138,1120,26 Apr 2018
15220,15220,Khandwa,Harsood,Maize,Other,FAQ,1000,1090,1090,18 Apr 2018
15221,15221,Khandwa,Harsood,Maize,Other,FAQ,1080,1080,1080,17 Apr 2018
15222,15222,Khandwa,Harsood,Maize,Other,FAQ,1071,1100,1090,11 Apr 2018
15223,15223,Khandwa,Harsood,Maize,Other,FAQ,950,1099,1095,10 Apr 2018
15224,15224,Khandwa,Harsood,Maize,Other,FAQ,1071,1100,1090,09 Apr 2018
15225,15225,Khandwa,Harsood,Maize,Other,FAQ,1050,1075,1065,07 Apr 2018
15226,15226,Khandwa,Harsood,Maize,Other,FAQ,1000,1051,1025,06 Apr 2018
15227,15227,Khandwa,Harsood,Maize,Other,FAQ,1000,1000,1000,05 Apr 2018
15228,15228,Khandwa,Harsood,Maize,Other,FAQ,1056,1056,1056,22 Mar 2018
15229,15229,Khandwa,Harsood,Maize,Other,FAQ,1090,1117,1115,21 Mar 2018
15230,15230,Khandwa,Harsood,Maize,Other,FAQ,1090,1117,1115,20 Mar 2018
15231,15231,Khandwa,Harsood,Maize,Other,FAQ,1000,1100,1075,16 Mar 2018
15232,15232,Khandwa,Harsood,Maize,Other,FAQ,1100,1100,1100,14 Mar 2018
15233,15233,Khandwa,Harsood,Maize,Other,FAQ,1081,1121,1121,08 Mar 2018
15234,15234,Khandwa,Harsood,Maize,Other,FAQ,1080,1105,1100,07 Mar 2018
15235,15235,Khandwa,Harsood,Maize,Other,FAQ,1130,1130,1130,03 Mar 2018
15236,15236,Khandwa,Harsood,Maize,Other,FAQ,1115,1132,1130,01 Mar 2018
15237,15237,Khandwa,Harsood,Maize,Other,FAQ,1050,1140,1110,28 Feb 2018
15238,15238,Khandwa,Harsood,Maize,Other,FAQ,1120,1163,1140,27 Feb 2018
15239,15239,Khandwa,Harsood,Maize,Other,FAQ,1050,1166,1140,26 Feb 2018
15240,15240,Khandwa,Harsood,Maize,Other,FAQ,1090,1129,1125,23 Feb 2018
15241,15241,Khandwa,Harsood,Maize,Other,FAQ,1000,1150,1144,22 Feb 2018
15242,15242,Khandwa,Harsood,Maize,Other,FAQ,1020,1100,1090,21 Feb 2018
15243,15243,Khandwa,Harsood,Maize,Other,FAQ,1084,1100,1094,20 Feb 2018
15244,15244,Khandwa,Harsood,Maize,Other,FAQ,1030,1091,1080,17 Feb 2018
15245,15245,Khandwa,Harsood,Maize,Other,FAQ,1060,1075,1070,16 Feb 2018
15246,15246,Khandwa,Harsood,Maize,Other,FAQ,1036,1065,1052,12 Feb 2018
15247,15247,Khandwa,Harsood,Maize,Other,FAQ,1060,1100,1075,09 Feb 2018
15248,15248,Khandwa,Harsood,Maize,Other,FAQ,967,1073,1063,08 Feb 2018
15249,15249,Khandwa,Harsood,Maize,Other,FAQ,1001,1001,1001,07 Feb 2018
15250,15250,Khandwa,Harsood,Maize,Other,FAQ,1000,1070,1068,06 Feb 2018
15251,15251,Khandwa,Harsood,Maize,Other,FAQ,1000,1045,1035,05 Feb 2018
15252,15252,Khandwa,Harsood,Maize,Other,FAQ,1000,1065,1062,03 Feb 2018
15253,15253,Khandwa,Harsood,Maize,Other,FAQ,1059,1073,1069,02 Feb 2018
15254,15254,Khandwa,Harsood,Maize,Other,FAQ,1061,1077,1068,01 Feb 2018
15255,15255,Khandwa,Harsood,Maize,Other,FAQ,1007,1085,1060,30 Jan 2018
15256,15256,Khandwa,Harsood,Maize,Other,FAQ,1075,1090,1085,29 Jan 2018
15257,15257,Khandwa,Harsood,Maize,Other,FAQ,1000,1096,1060,25 Jan 2018
15258,15258,Khandwa,Harsood,Maize,Other,FAQ,1011,1100,1050,24 Jan 2018
15259,15259,Khandwa,Harsood,Maize,Other,FAQ,1000,1073,1055,23 Jan 2018
15260,15260,Khandwa,Harsood,Maize,Other,FAQ,1000,1092,1070,18 Jan 2018
15261,15261,Khandwa,Harsood,Maize,Other,FAQ,1085,1100,1087,17 Jan 2018
15262,15262,Khandwa,Harsood,Maize,Other,FAQ,1060,1060,1060,16 Jan 2018
15263,15263,Khandwa,Harsood,Maize,Other,FAQ,900,1080,1070,15 Jan 2018
15264,15264,Khandwa,Harsood,Maize,Other,FAQ,900,1091,1080,12 Jan 2018
15265,15265,Khandwa,Harsood,Maize,Other,FAQ,1065,1087,1081,09 Jan 2018
15266,15266,Khandwa,Harsood,Maize,Other,FAQ,1060,1070,1070,08 Jan 2018
15267,15267,Khandwa,Harsood,Maize,Other,FAQ,1069,1089,1072,05 Jan 2018
15268,15268,Khandwa,Harsood,Maize,Other,FAQ,851,1071,970,04 Jan 2018
15269,15269,Khandwa,Harsood,Maize,Other,FAQ,1061,1095,1086,03 Jan 2018
15270,15270,Khandwa,Harsood,Maize,Other,FAQ,1000,1109,1070,02 Jan 2018
15271,15271,Khandwa,Harsood,Maize,Other,FAQ,1047,1069,1069,01 Jan 2018
15272,15272,Khandwa,Harsood,Maize,Other,FAQ,1056,1093,1070,30 Dec 2017
15273,15273,Khandwa,Harsood,Maize,Other,FAQ,1025,1100,1060,28 Dec 2017
15274,15274,Khandwa,Harsood,Maize,Other,FAQ,1050,1107,1087,27 Dec 2017
15275,15275,Khandwa,Harsood,Maize,Other,FAQ,1025,1091,1080,26 Dec 2017
15276,15276,Khandwa,Harsood,Maize,Other,FAQ,988,1112,1088,21 Dec 2017
15277,15277,Khandwa,Harsood,Maize,Other,FAQ,1040,1119,1085,20 Dec 2017
15278,15278,Khandwa,Harsood,Maize,Other,FAQ,1051,1117,1074,19 Dec 2017
15279,15279,Khandwa,Harsood,Maize,Other,FAQ,1000,1105,1060,18 Dec 2017
15280,15280,Khandwa,Harsood,Maize,Other,FAQ,900,1118,1076,16 Dec 2017
15281,15281,Khandwa,Harsood,Maize,Other,FAQ,990,1126,1081,15 Dec 2017
15282,15282,Khandwa,Harsood,Maize,Other,FAQ,960,1071,1030,13 Dec 2017
15283,15283,Khandwa,Harsood,Maize,Other,FAQ,960,1071,1030,12 Dec 2017
15284,15284,Khandwa,Harsood,Maize,Other,FAQ,900,1050,1030,11 Dec 2017
15285,15285,Khandwa,Harsood,Maize,Other,FAQ,900,1050,1000,08 Dec 2017
15286,15286,Khandwa,Harsood,Maize,Other,FAQ,946,1100,1040,07 Dec 2017
15287,15287,Khandwa,Harsood,Maize,Other,FAQ,1011,1100,1051,06 Dec 2017
15288,15288,Khandwa,Harsood,Maize,Other,FAQ,900,1056,1025,05 Dec 2017
15289,15289,Khandwa,Harsood,Maize,Other,FAQ,900,1039,1020,04 Dec 2017
15290,15290,Khandwa,Harsood,Maize,Other,FAQ,940,1015,980,27 Nov 2017
15291,15291,Khandwa,Harsood,Maize,Other,FAQ,900,1025,998,24 Nov 2017
15292,15292,Khandwa,Harsood,Maize,Other,FAQ,800,1016,985,23 Nov 2017
15293,15293,Khandwa,Harsood,Maize,Other,FAQ,801,1016,987,22 Nov 2017
15294,15294,Khandwa,Harsood,Maize,Other,FAQ,726,1031,980,21 Nov 2017
15295,15295,Khandwa,Harsood,Maize,Other,FAQ,880,995,970,20 Nov 2017
15296,15296,Khandwa,Harsood,Maize,Other,FAQ,810,996,965,18 Nov 2017
15297,15297,Khandwa,Harsood,Maize,Other,FAQ,890,1039,980,17 Nov 2017
15298,15298,Khandwa,Harsood,Maize,Other,FAQ,851,1021,976,16 Nov 2017
15299,15299,Khandwa,Harsood,Maize,Other,FAQ,871,1021,985,15 Nov 2017
15300,15300,Khandwa,Harsood,Maize,Other,FAQ,881,1025,940,14 Nov 2017
15301,15301,Khandwa,Harsood,Maize,Other,FAQ,854,1020,976,13 Nov 2017
15302,15302,Khandwa,Harsood,Maize,Other,FAQ,883,975,945,11 Nov 2017
15303,15303,Khandwa,Harsood,Maize,Other,FAQ,888,1045,971,10 Nov 2017
15304,15304,Khandwa,Harsood,Maize,Other,FAQ,860,1030,970,09 Nov 2017
15305,15305,Khandwa,Harsood,Maize,Other,FAQ,875,1175,986,08 Nov 2017
15306,15306,Khandwa,Harsood,Maize,Other,FAQ,875,1011,920,07 Nov 2017
15307,15307,Khandwa,Harsood,Maize,Other,FAQ,850,1016,916,06 Nov 2017
15308,15308,Khandwa,Harsood,Maize,Other,FAQ,801,1005,976,03 Nov 2017
15309,15309,Khandwa,Harsood,Maize,Other,FAQ,825,1066,999,02 Nov 2017
15310,15310,Khandwa,Harsood,Maize,Other,FAQ,775,1085,966,01 Nov 2017
15311,15311,Khandwa,Harsood,Maize,Other,FAQ,800,1058,950,27 Oct 2017
15312,15312,Khandwa,Harsood,Maize,Other,FAQ,800,1051,1001,26 Oct 2017
15313,15313,Khandwa,Harsood,Maize,Other,FAQ,650,1076,945,25 Oct 2017
15314,15314,Khandwa,Harsood,Maize,Other,FAQ,800,1095,1070,24 Oct 2017
15315,15315,Khandwa,Harsood,Maize,Other,FAQ,980,1061,1060,23 Oct 2017
15316,15316,Khandwa,Harsood,Maize,Other,FAQ,868,1175,1021,17 Oct 2017
15317,15317,Khandwa,Harsood,Maize,Other,FAQ,991,1021,1021,16 Oct 2017
15318,15318,Khandwa,Harsood,Maize,Other,FAQ,991,1021,1021,15 Oct 2017
15319,15319,Khandwa,Harsood,Maize,Other,FAQ,875,875,875,13 Oct 2017
15320,15320,Khandwa,Harsood,Maize,Other,FAQ,841,851,846,12 Oct 2017
15321,15321,Khandwa,Harsood,Maize,Other,FAQ,750,750,750,11 Oct 2017
15322,15322,Khandwa,Harsood,Maize,Other,FAQ,1000,1000,1000,03 Oct 2017
15323,15323,Khandwa,Harsood,Maize,Other,FAQ,1226,1226,1226,25 Sep 2017
15324,15324,Khandwa,Harsood,Maize,Other,FAQ,1236,1236,1236,11 Sep 2017
15325,15325,Khandwa,Harsood,Maize,Other,FAQ,1100,1176,1138,17 Aug 2017
15326,15326,Khandwa,Harsood,Maize,Other,FAQ,1208,1208,1208,16 Aug 2017
15327,15327,Khandwa,Harsood,Maize,Other,FAQ,1181,1181,1181,12 Aug 2017
15328,15328,Khandwa,Harsood,Maize,Other,FAQ,1102,1102,1102,05 Aug 2017
15329,15329,Khandwa,Harsood,Maize,Other,FAQ,1230,1230,1230,03 Aug 2017
15330,15330,Khandwa,Harsood,Maize,Other,FAQ,1231,1231,1231,25 Jul 2017
15331,15331,Khandwa,Harsood,Maize,Other,FAQ,1240,1340,1278,21 Jul 2017
15332,15332,Khandwa,Harsood,Maize,Other,FAQ,1226,1230,1228,11 Jul 2017
15333,15333,Khandwa,Harsood,Maize,Other,FAQ,1103,1150,1126,06 Jul 2017
15334,15334,Khandwa,Harsood,Maize,Other,FAQ,1225,1225,1225,05 Jul 2017
15335,15335,Khandwa,Harsood,Maize,Other,FAQ,902,1224,1063,23 Jun 2017
15336,15336,Khandwa,Harsood,Maize,Other,FAQ,1240,1240,1240,22 Jun 2017
15337,15337,Khandwa,Harsood,Maize,Other,FAQ,1200,1200,1200,19 Jun 2017
15338,15338,Khandwa,Harsood,Maize,Other,FAQ,1176,1176,1176,16 Jun 2017
15339,15339,Khandwa,Harsood,Maize,Other,FAQ,1206,1206,1206,10 Jun 2017
15340,15340,Khandwa,Harsood,Maize,Other,FAQ,1217,1217,1217,09 Jun 2017
15341,15341,Khandwa,Harsood,Maize,Other,FAQ,1100,1100,1100,08 Jun 2017
15342,15342,Khandwa,Harsood,Maize,Other,FAQ,850,850,850,03 Jun 2017
15343,15343,Khandwa,Harsood,Maize,Other,FAQ,1240,1240,1240,31 May 2017
15344,15344,Khandwa,Harsood,Maize,Other,FAQ,1198,1198,1198,30 May 2017
15345,15345,Khandwa,Harsood,Maize,Other,FAQ,1150,1150,1150,29 May 2017
15346,15346,Khandwa,Harsood,Maize,Other,FAQ,1210,1210,1210,27 May 2017
15347,15347,Khandwa,Harsood,Maize,Other,FAQ,1100,1225,1162,26 May 2017
15348,15348,Khandwa,Harsood,Maize,Other,FAQ,1227,1227,1227,24 May 2017
15349,15349,Khandwa,Harsood,Maize,Other,FAQ,1181,1211,1196,23 May 2017
15350,15350,Khandwa,Harsood,Maize,Other,FAQ,1190,1215,1215,22 May 2017
15351,15351,Khandwa,Harsood,Maize,Other,FAQ,1197,1197,1197,20 May 2017
15352,15352,Khandwa,Harsood,Maize,Other,FAQ,1200,1274,1224,19 May 2017
15353,15353,Khandwa,Harsood,Maize,Other,FAQ,1150,1150,1150,17 May 2017
15354,15354,Khandwa,Harsood,Maize,Other,FAQ,1251,1256,1256,16 May 2017
15355,15355,Khandwa,Harsood,Maize,Other,FAQ,1101,1101,1101,15 May 2017
15356,15356,Khandwa,Harsood,Maize,Other,FAQ,1101,1101,1101,13 May 2017
15357,15357,Khandwa,Harsood,Maize,Other,FAQ,1231,1231,1231,12 May 2017
15358,15358,Khandwa,Harsood,Maize,Other,FAQ,1230,1230,1230,11 May 2017
15359,15359,Khandwa,Harsood,Maize,Other,FAQ,1190,1190,1190,09 May 2017
15360,15360,Khandwa,Harsood,Maize,Other,FAQ,1161,1262,1262,08 May 2017
15361,15361,Khandwa,Harsood,Maize,Other,FAQ,1190,1211,1211,06 May 2017
15362,15362,Khandwa,Harsood,Maize,Other,FAQ,1165,1265,1215,05 May 2017
15363,15363,Khandwa,Harsood,Maize,Other,FAQ,1282,1290,1290,04 May 2017
15364,15364,Khandwa,Harsood,Maize,Other,FAQ,1266,1266,1266,03 May 2017
