,Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
0,Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
2804,2804,Khargone,Badwaha,Maize,Yellow,FAQ,1840,1905,1905,06 Feb 2019
2805,2805,Khargone,Badwaha,Maize,Yellow,FAQ,1875,1900,1900,04 Feb 2019
2806,2806,Khargone,Badwaha,Maize,Yellow,FAQ,1840,1840,1840,03 Feb 2019
2807,2807,Khargone,Badwaha,Maize,Yellow,FAQ,1840,1840,1840,01 Feb 2019
2808,2808,Khargone,Badwaha,Maize,Yellow,FAQ,1925,1925,1925,31 Jan 2019
2809,2809,Khargone,Badwaha,Maize,Yellow,FAQ,1725,1901,1901,30 Jan 2019
2810,2810,Khargone,Badwaha,Maize,Yellow,FAQ,1795,1905,1795,27 Jan 2019
2811,2811,Khargone,Badwaha,Maize,Yellow,FAQ,1770,1780,1780,25 Jan 2019
2812,2812,Khargone,Badwaha,Maize,Yellow,FAQ,1780,1780,1780,24 Jan 2019
2813,2813,Khargone,Badwaha,Maize,Yellow,FAQ,1700,1700,1700,21 Jan 2019
2814,2814,Khargone,Badwaha,Maize,Yellow,FAQ,1685,1790,1775,20 Jan 2019
2815,2815,Khargone,Badwaha,Maize,Yellow,FAQ,1760,1760,1760,19 Jan 2019
2816,2816,Khargone,Badwaha,Maize,Yellow,FAQ,1745,1750,1750,18 Jan 2019
2817,2817,Khargone,Badwaha,Maize,Yellow,FAQ,1705,1745,1725,17 Jan 2019
2818,2818,Khargone,Badwaha,Maize,Yellow,FAQ,1700,1700,1700,16 Jan 2019
2819,2819,Khargone,Badwaha,Maize,Yellow,FAQ,1680,1700,1700,13 Jan 2019
2820,2820,Khargone,Badwaha,Maize,Yellow,FAQ,1725,1730,1730,12 Jan 2019
2821,2821,Khargone,Badwaha,Maize,Yellow,FAQ,1725,1725,1725,11 Jan 2019
2822,2822,Khargone,Badwaha,Maize,Yellow,FAQ,1695,1695,1695,10 Jan 2019
2823,2823,Khargone,Badwaha,Maize,Yellow,FAQ,1620,1675,1660,09 Jan 2019
2824,2824,Khargone,Badwaha,Maize,Yellow,FAQ,1600,1605,1605,07 Jan 2019
2825,2825,Khargone,Badwaha,Maize,Yellow,FAQ,1550,1620,1615,06 Jan 2019
2826,2826,Khargone,Badwaha,Maize,Yellow,FAQ,1605,1610,1610,05 Jan 2019
2827,2827,Khargone,Badwaha,Maize,Yellow,FAQ,1400,1610,1600,04 Jan 2019
2828,2828,Khargone,Badwaha,Maize,Yellow,FAQ,1570,1600,1580,03 Jan 2019
2829,2829,Khargone,Badwaha,Maize,Yellow,FAQ,1530,1570,1555,02 Jan 2019
2830,2830,Khargone,Badwaha,Maize,Yellow,FAQ,1570,1600,1590,31 Dec 2018
2831,2831,Khargone,Badwaha,Maize,Yellow,FAQ,1480,1585,1575,30 Dec 2018
2832,2832,Khargone,Badwaha,Maize,Yellow,FAQ,1090,1700,1600,29 Dec 2018
2833,2833,Khargone,Badwaha,Maize,Yellow,FAQ,1595,1620,1610,28 Dec 2018
2834,2834,Khargone,Badwaha,Maize,Yellow,FAQ,1555,1635,1630,27 Dec 2018
2835,2835,Khargone,Badwaha,Maize,Yellow,FAQ,1630,1675,1655,26 Dec 2018
2836,2836,Khargone,Badwaha,Maize,Yellow,FAQ,1640,1810,1675,24 Dec 2018
2837,2837,Khargone,Badwaha,Maize,Yellow,FAQ,1670,1690,1675,23 Dec 2018
2838,2838,Khargone,Badwaha,Maize,Yellow,FAQ,1680,1700,1685,22 Dec 2018
2839,2839,Khargone,Badwaha,Maize,Yellow,FAQ,1600,1705,1680,21 Dec 2018
2840,2840,Khargone,Badwaha,Maize,Yellow,FAQ,1640,1685,1680,20 Dec 2018
2841,2841,Khargone,Badwaha,Maize,Yellow,FAQ,1625,1675,1670,19 Dec 2018
2842,2842,Khargone,Badwaha,Maize,Yellow,FAQ,1645,1700,1680,17 Dec 2018
2843,2843,Khargone,Badwaha,Maize,Yellow,FAQ,1615,1670,1665,16 Dec 2018
2844,2844,Khargone,Badwaha,Maize,Yellow,FAQ,1400,1635,1630,15 Dec 2018
2845,2845,Khargone,Badwaha,Maize,Yellow,FAQ,1560,1610,1600,14 Dec 2018
2846,2846,Khargone,Badwaha,Maize,Yellow,FAQ,1535,1600,1540,13 Dec 2018
2847,2847,Khargone,Badwaha,Maize,Yellow,FAQ,1535,1565,1555,12 Dec 2018
2848,2848,Khargone,Badwaha,Maize,Yellow,FAQ,1515,1555,1530,10 Dec 2018
2849,2849,Khargone,Badwaha,Maize,Yellow,FAQ,1515,1545,1535,09 Dec 2018
2850,2850,Khargone,Badwaha,Maize,Yellow,FAQ,1505,1560,1535,08 Dec 2018
2851,2851,Khargone,Badwaha,Maize,Yellow,FAQ,1490,1525,1510,07 Dec 2018
2852,2852,Khargone,Badwaha,Maize,Yellow,FAQ,1495,1515,1510,06 Dec 2018
2853,2853,Khargone,Badwaha,Maize,Yellow,FAQ,1495,1515,1510,05 Dec 2018
2854,2854,Khargone,Badwaha,Maize,Yellow,FAQ,1470,1515,1500,03 Dec 2018
2855,2855,Khargone,Badwaha,Maize,Yellow,FAQ,1375,1515,1505,02 Dec 2018
2856,2856,Khargone,Badwaha,Maize,Yellow,FAQ,1490,1510,1500,01 Dec 2018
2857,2857,Khargone,Badwaha,Maize,Yellow,FAQ,1485,1525,1510,30 Nov 2018
2858,2858,Khargone,Badwaha,Maize,Yellow,FAQ,1400,1465,1445,25 Nov 2018
2859,2859,Khargone,Badwaha,Maize,Yellow,FAQ,1375,1460,1445,24 Nov 2018
2860,2860,Khargone,Badwaha,Maize,Yellow,FAQ,1285,1350,1300,19 Nov 2018
2861,2861,Khargone,Badwaha,Maize,Yellow,FAQ,1275,1335,1315,18 Nov 2018
2862,2862,Khargone,Badwaha,Maize,Yellow,FAQ,1285,1340,1325,17 Nov 2018
2863,2863,Khargone,Badwaha,Maize,Yellow,FAQ,1285,1335,1315,16 Nov 2018
2864,2864,Khargone,Badwaha,Maize,Yellow,FAQ,1280,1335,1315,15 Nov 2018
2865,2865,Khargone,Badwaha,Maize,Yellow,FAQ,1065,1310,1280,14 Nov 2018
2866,2866,Khargone,Badwaha,Maize,Yellow,FAQ,1195,1265,1245,12 Nov 2018
2867,2867,Khargone,Badwaha,Maize,Yellow,FAQ,1170,1270,1200,11 Nov 2018
2868,2868,Khargone,Badwaha,Maize,Yellow,FAQ,1225,1265,1240,10 Nov 2018
2869,2869,Khargone,Badwaha,Maize,Yellow,FAQ,1210,1210,1210,09 Nov 2018
2870,2870,Khargone,Badwaha,Maize,Yellow,FAQ,990,1240,1155,05 Nov 2018
2871,2871,Khargone,Badwaha,Maize,Yellow,FAQ,890,1210,1040,04 Nov 2018
2872,2872,Khargone,Badwaha,Maize,Yellow,FAQ,880,1215,1130,03 Nov 2018
2873,2873,Khargone,Badwaha,Maize,Yellow,FAQ,960,1215,1110,02 Nov 2018
2874,2874,Khargone,Badwaha,Maize,Yellow,FAQ,1085,1230,1180,31 Oct 2018
2875,2875,Khargone,Badwaha,Maize,Yellow,FAQ,1160,1225,1180,30 Oct 2018
2876,2876,Khargone,Badwaha,Maize,Yellow,FAQ,1035,1240,1165,29 Oct 2018
2877,2877,Khargone,Badwaha,Maize,Yellow,FAQ,990,1240,1140,28 Oct 2018
2878,2878,Khargone,Badwaha,Maize,Yellow,FAQ,915,1270,1175,27 Oct 2018
2879,2879,Khargone,Badwaha,Maize,Yellow,FAQ,980,1250,1060,26 Oct 2018
2880,2880,Khargone,Badwaha,Maize,Yellow,FAQ,970,1230,1160,25 Oct 2018
2881,2881,Khargone,Badwaha,Maize,Yellow,FAQ,1210,1331,1260,23 Oct 2018
2882,2882,Khargone,Badwaha,Maize,Yellow,FAQ,1035,1255,1140,22 Oct 2018
2883,2883,Khargone,Badwaha,Maize,Yellow,FAQ,1060,1345,1235,21 Oct 2018
2884,2884,Khargone,Badwaha,Maize,Yellow,FAQ,1205,1305,1305,18 Oct 2018
2885,2885,Khargone,Badwaha,Maize,Yellow,FAQ,1050,1365,1210,17 Oct 2018
2886,2886,Khargone,Badwaha,Maize,Yellow,FAQ,1260,1290,1290,16 Oct 2018
2887,2887,Khargone,Badwaha,Maize,Yellow,FAQ,845,1370,1180,15 Oct 2018
2888,2888,Khargone,Badwaha,Maize,Yellow,FAQ,960,1365,1105,14 Oct 2018
2889,2889,Khargone,Badwaha,Maize,Yellow,FAQ,900,1365,1160,13 Oct 2018
2890,2890,Khargone,Badwaha,Maize,Yellow,FAQ,985,1395,1200,12 Oct 2018
2891,2891,Khargone,Badwaha,Maize,Yellow,FAQ,940,1385,1200,11 Oct 2018
2892,2892,Khargone,Badwaha,Maize,Yellow,FAQ,880,1350,1140,08 Oct 2018
2893,2893,Khargone,Badwaha,Maize,Yellow,FAQ,845,1355,1140,07 Oct 2018
2894,2894,Khargone,Badwaha,Maize,Yellow,FAQ,805,1310,955,06 Oct 2018
2895,2895,Khargone,Badwaha,Maize,Yellow,FAQ,830,1340,1050,05 Oct 2018
2896,2896,Khargone,Badwaha,Maize,Yellow,FAQ,875,1315,1065,03 Oct 2018
2897,2897,Khargone,Badwaha,Maize,Yellow,FAQ,895,1305,1085,01 Oct 2018
2898,2898,Khargone,Badwaha,Maize,Yellow,FAQ,820,1170,1080,30 Sep 2018
2899,2899,Khargone,Badwaha,Maize,Yellow,FAQ,890,1230,1020,29 Sep 2018
2900,2900,Khargone,Badwaha,Maize,Yellow,FAQ,910,1160,1140,28 Sep 2018
2901,2901,Khargone,Badwaha,Maize,Yellow,FAQ,1005,1355,1040,27 Sep 2018
2902,2902,Khargone,Badwaha,Maize,Yellow,FAQ,1085,1225,1185,26 Sep 2018
2903,2903,Khargone,Badwaha,Maize,Yellow,FAQ,990,1250,1045,24 Sep 2018
2904,2904,Khargone,Badwaha,Maize,Yellow,FAQ,1050,1055,1055,23 Sep 2018
2905,2905,Khargone,Badwaha,Maize,Yellow,FAQ,905,1275,965,20 Sep 2018
2906,2906,Khargone,Badwaha,Maize,Yellow,FAQ,955,1325,1040,17 Sep 2018
2907,2907,Khargone,Badwaha,Maize,Yellow,FAQ,860,1340,1175,16 Sep 2018
2908,2908,Khargone,Badwaha,Maize,Yellow,FAQ,875,1290,1115,15 Sep 2018
2909,2909,Khargone,Badwaha,Maize,Yellow,FAQ,955,1020,985,14 Sep 2018
2910,2910,Khargone,Badwaha,Maize,Yellow,FAQ,940,1320,990,13 Sep 2018
2911,2911,Khargone,Badwaha,Maize,Yellow,FAQ,905,1290,1050,12 Sep 2018
2912,2912,Khargone,Badwaha,Maize,Yellow,FAQ,845,900,900,09 Sep 2018
2913,2913,Khargone,Badwaha,Maize,Yellow,FAQ,900,1275,960,07 Sep 2018
2914,2914,Khargone,Badwaha,Maize,Yellow,FAQ,900,1275,1275,05 Sep 2018
2915,2915,Khargone,Badwaha,Maize,Yellow,FAQ,1350,1400,1375,31 Aug 2018
2916,2916,Khargone,Badwaha,Maize,Yellow,FAQ,1255,1255,1255,25 Jun 2018
2917,2917,Khargone,Badwaha,Maize,Yellow,FAQ,855,855,855,20 Jun 2018
2918,2918,Khargone,Badwaha,Maize,Yellow,FAQ,1180,1180,1180,13 Jun 2018
2919,2919,Khargone,Badwaha,Maize,Yellow,FAQ,1190,1190,1190,27 May 2018
2920,2920,Khargone,Badwaha,Maize,Yellow,FAQ,1150,1150,1150,24 May 2018
2921,2921,Khargone,Badwaha,Maize,Yellow,FAQ,1160,1160,1160,19 May 2018
2922,2922,Khargone,Badwaha,Maize,Yellow,FAQ,1150,1195,1150,18 May 2018
2923,2923,Khargone,Badwaha,Maize,Yellow,FAQ,1140,1155,1155,16 May 2018
2924,2924,Khargone,Badwaha,Maize,Yellow,FAQ,965,1150,1120,14 May 2018
2925,2925,Khargone,Badwaha,Maize,Yellow,FAQ,1130,1160,1145,10 May 2018
2926,2926,Khargone,Badwaha,Maize,Yellow,FAQ,1140,1165,1140,09 May 2018
2927,2927,Khargone,Badwaha,Maize,Yellow,FAQ,1140,1170,1160,05 May 2018
2928,2928,Khargone,Badwaha,Maize,Yellow,FAQ,1115,1170,1160,04 May 2018
2929,2929,Khargone,Badwaha,Maize,Yellow,FAQ,1145,1165,1155,03 May 2018
2930,2930,Khargone,Badwaha,Maize,Yellow,FAQ,1010,1150,1130,02 May 2018
2931,2931,Khargone,Badwaha,Maize,Yellow,FAQ,1050,1155,1150,28 Apr 2018
2932,2932,Khargone,Badwaha,Maize,Yellow,FAQ,1050,1130,1130,27 Apr 2018
2933,2933,Khargone,Badwaha,Maize,Yellow,FAQ,1140,1150,1140,25 Apr 2018
2934,2934,Khargone,Badwaha,Maize,Yellow,FAQ,940,940,940,23 Apr 2018
2935,2935,Khargone,Badwaha,Maize,Yellow,FAQ,1150,1160,1160,21 Apr 2018
2936,2936,Khargone,Badwaha,Maize,Yellow,FAQ,1105,1140,1140,20 Apr 2018
2937,2937,Khargone,Badwaha,Maize,Yellow,FAQ,1140,1155,1145,19 Apr 2018
2938,2938,Khargone,Badwaha,Maize,Yellow,FAQ,1100,1100,1100,16 Apr 2018
2939,2939,Khargone,Badwaha,Maize,Yellow,FAQ,1140,1175,1175,13 Apr 2018
2940,2940,Khargone,Badwaha,Maize,Yellow,FAQ,1080,1080,1080,12 Apr 2018
2941,2941,Khargone,Badwaha,Maize,Yellow,FAQ,915,1130,1130,09 Apr 2018
2942,2942,Khargone,Badwaha,Maize,Yellow,FAQ,1160,1170,1170,08 Apr 2018
2943,2943,Khargone,Badwaha,Maize,Yellow,FAQ,1140,1165,1165,06 Apr 2018
2944,2944,Khargone,Badwaha,Maize,Yellow,FAQ,850,1140,1120,05 Apr 2018
2945,2945,Khargone,Badwaha,Maize,Yellow,FAQ,1170,1170,1170,04 Apr 2018
2946,2946,Khargone,Badwaha,Maize,Yellow,FAQ,900,1240,1160,02 Apr 2018
2947,2947,Khargone,Badwaha,Maize,Yellow,FAQ,1145,1145,1145,28 Mar 2018
2948,2948,Khargone,Badwaha,Maize,Yellow,FAQ,1170,1170,1170,26 Mar 2018
2949,2949,Khargone,Badwaha,Maize,Yellow,FAQ,1155,1155,1155,23 Mar 2018
2950,2950,Khargone,Badwaha,Maize,Yellow,FAQ,1125,1125,1125,18 Mar 2018
2951,2951,Khargone,Badwaha,Maize,Yellow,FAQ,1135,1150,1140,15 Mar 2018
2952,2952,Khargone,Badwaha,Maize,Yellow,FAQ,1150,1150,1150,12 Mar 2018
2953,2953,Khargone,Badwaha,Maize,Yellow,FAQ,1100,1145,1145,10 Mar 2018
2954,2954,Khargone,Badwaha,Maize,Yellow,FAQ,1125,1125,1125,23 Feb 2018
2955,2955,Khargone,Badwaha,Maize,Yellow,FAQ,1140,1140,1140,19 Feb 2018
2956,2956,Khargone,Badwaha,Maize,Yellow,FAQ,1110,1110,1110,16 Feb 2018
2957,2957,Khargone,Badwaha,Maize,Yellow,FAQ,1110,1110,1110,15 Feb 2018
2958,2958,Khargone,Badwaha,Maize,Yellow,FAQ,1100,1135,1115,11 Feb 2018
2959,2959,Khargone,Badwaha,Maize,Yellow,FAQ,1115,1130,1125,01 Feb 2018
2960,2960,Khargone,Badwaha,Maize,Yellow,FAQ,1120,1135,1130,29 Jan 2018
2961,2961,Khargone,Badwaha,Maize,Yellow,FAQ,1115,1125,1125,28 Jan 2018
2962,2962,Khargone,Badwaha,Maize,Yellow,FAQ,1120,1125,1125,27 Jan 2018
2963,2963,Khargone,Badwaha,Maize,Yellow,FAQ,1130,1140,1140,25 Jan 2018
2964,2964,Khargone,Badwaha,Maize,Yellow,FAQ,1100,1135,1115,22 Jan 2018
2965,2965,Khargone,Badwaha,Maize,Yellow,FAQ,1105,1120,1120,21 Jan 2018
2966,2966,Khargone,Badwaha,Maize,Yellow,FAQ,1120,1125,1125,20 Jan 2018
2967,2967,Khargone,Badwaha,Maize,Yellow,FAQ,1670,1705,1690,19 Jan 2018
2968,2968,Khargone,Badwaha,Maize,Yellow,FAQ,1120,1130,1125,18 Jan 2018
2969,2969,Khargone,Badwaha,Maize,Yellow,FAQ,1125,1145,1130,17 Jan 2018
2970,2970,Khargone,Badwaha,Maize,Yellow,FAQ,1125,1130,1125,13 Jan 2018
2971,2971,Khargone,Badwaha,Maize,Yellow,FAQ,1125,1135,1135,12 Jan 2018
2972,2972,Khargone,Badwaha,Maize,Yellow,FAQ,1125,1130,1130,11 Jan 2018
2973,2973,Khargone,Badwaha,Maize,Yellow,FAQ,1130,1130,1130,10 Jan 2018
2974,2974,Khargone,Badwaha,Maize,Yellow,FAQ,1125,1125,1125,08 Jan 2018
2975,2975,Khargone,Badwaha,Maize,Yellow,FAQ,1120,1130,1125,07 Jan 2018
2976,2976,Khargone,Badwaha,Maize,Yellow,FAQ,1125,1125,1125,06 Jan 2018
2977,2977,Khargone,Badwaha,Maize,Yellow,FAQ,1120,1125,1125,05 Jan 2018
2978,2978,Khargone,Badwaha,Maize,Yellow,FAQ,1100,1130,1125,04 Jan 2018
2979,2979,Khargone,Badwaha,Maize,Yellow,FAQ,1120,1130,1125,03 Jan 2018
2980,2980,Khargone,Badwaha,Maize,Yellow,FAQ,1095,1140,1125,31 Dec 2017
2981,2981,Khargone,Badwaha,Maize,Yellow,FAQ,1130,1165,1150,30 Dec 2017
2982,2982,Khargone,Badwaha,Maize,Yellow,FAQ,1130,1165,1150,29 Dec 2017
2983,2983,Khargone,Badwaha,Maize,Yellow,FAQ,935,1130,1125,28 Dec 2017
2984,2984,Khargone,Badwaha,Maize,Yellow,FAQ,1040,1145,1130,27 Dec 2017
2985,2985,Khargone,Badwaha,Maize,Yellow,FAQ,1100,1130,1125,24 Dec 2017
2986,2986,Khargone,Badwaha,Maize,Yellow,FAQ,1125,1135,1130,23 Dec 2017
2987,2987,Khargone,Badwaha,Maize,Yellow,FAQ,1125,1135,1130,22 Dec 2017
2988,2988,Khargone,Badwaha,Maize,Yellow,FAQ,1115,1145,1130,21 Dec 2017
2989,2989,Khargone,Badwaha,Maize,Yellow,FAQ,1125,1135,1130,20 Dec 2017
2990,2990,Khargone,Badwaha,Maize,Yellow,FAQ,1130,1135,1135,18 Dec 2017
2991,2991,Khargone,Badwaha,Maize,Yellow,FAQ,1120,1130,1125,17 Dec 2017
2992,2992,Khargone,Badwaha,Maize,Yellow,FAQ,1100,1125,1120,16 Dec 2017
2993,2993,Khargone,Badwaha,Maize,Yellow,FAQ,1070,1130,1100,15 Dec 2017
2994,2994,Khargone,Badwaha,Maize,Yellow,FAQ,1050,1130,1120,14 Dec 2017
2995,2995,Khargone,Badwaha,Maize,Yellow,FAQ,1105,1130,1115,13 Dec 2017
2996,2996,Khargone,Badwaha,Maize,Yellow,FAQ,1070,1105,1100,11 Dec 2017
2997,2997,Khargone,Badwaha,Maize,Yellow,FAQ,1065,1095,1080,10 Dec 2017
2998,2998,Khargone,Badwaha,Maize,Yellow,FAQ,1080,1100,1090,09 Dec 2017
2999,2999,Khargone,Badwaha,Maize,Yellow,FAQ,1060,1100,1090,08 Dec 2017
3000,3000,Khargone,Badwaha,Maize,Yellow,FAQ,1050,1100,1090,07 Dec 2017
3001,3001,Khargone,Badwaha,Maize,Yellow,FAQ,1060,1105,1100,06 Dec 2017
3002,3002,Khargone,Badwaha,Maize,Yellow,FAQ,1055,1110,1105,04 Dec 2017
3003,3003,Khargone,Badwaha,Maize,Yellow,FAQ,1060,1105,1080,03 Dec 2017
3004,3004,Khargone,Badwaha,Maize,Yellow,FAQ,1080,1120,1105,30 Nov 2017
3005,3005,Khargone,Badwaha,Maize,Yellow,FAQ,995,1115,1085,29 Nov 2017
3006,3006,Khargone,Badwaha,Maize,Yellow,FAQ,1040,1110,1080,27 Nov 2017
3007,3007,Khargone,Badwaha,Maize,Yellow,FAQ,1000,1095,1070,26 Nov 2017
3008,3008,Khargone,Badwaha,Maize,Yellow,FAQ,1035,1095,1075,25 Nov 2017
3009,3009,Khargone,Badwaha,Maize,Yellow,FAQ,1063,1095,1080,24 Nov 2017
3010,3010,Khargone,Badwaha,Maize,Yellow,FAQ,1050,1120,1070,23 Nov 2017
3011,3011,Khargone,Badwaha,Maize,Yellow,FAQ,950,1115,1070,22 Nov 2017
3012,3012,Khargone,Badwaha,Maize,Yellow,FAQ,1015,1095,1045,20 Nov 2017
3013,3013,Khargone,Badwaha,Maize,Yellow,FAQ,900,1090,1040,19 Nov 2017
3014,3014,Khargone,Badwaha,Maize,Yellow,FAQ,900,1085,1055,18 Nov 2017
3015,3015,Khargone,Badwaha,Maize,Yellow,FAQ,875,1085,1025,17 Nov 2017
3016,3016,Khargone,Badwaha,Maize,Yellow,FAQ,1030,1085,1075,16 Nov 2017
3017,3017,Khargone,Badwaha,Maize,Yellow,FAQ,1015,1090,1055,15 Nov 2017
3018,3018,Khargone,Badwaha,Maize,Yellow,FAQ,1025,1090,1050,13 Nov 2017
3019,3019,Khargone,Badwaha,Maize,Yellow,FAQ,995,1125,1090,12 Nov 2017
3020,3020,Khargone,Badwaha,Maize,Yellow,FAQ,990,1090,1045,11 Nov 2017
3021,3021,Khargone,Badwaha,Maize,Yellow,FAQ,1035,1115,1080,10 Nov 2017
3022,3022,Khargone,Badwaha,Maize,Yellow,FAQ,1085,1135,1085,09 Nov 2017
3023,3023,Khargone,Badwaha,Maize,Yellow,FAQ,955,1175,1110,08 Nov 2017
3024,3024,Khargone,Badwaha,Maize,Yellow,FAQ,980,1145,1100,06 Nov 2017
3025,3025,Khargone,Badwaha,Maize,Yellow,FAQ,1005,1140,1110,05 Nov 2017
3026,3026,Khargone,Badwaha,Maize,Yellow,FAQ,985,1120,1050,03 Nov 2017
3027,3027,Khargone,Badwaha,Maize,Yellow,FAQ,800,1055,940,30 Oct 2017
3028,3028,Khargone,Badwaha,Maize,Yellow,FAQ,745,2385,1125,29 Oct 2017
3029,3029,Khargone,Badwaha,Maize,Yellow,FAQ,880,1125,1065,28 Oct 2017
3030,3030,Khargone,Badwaha,Maize,Yellow,FAQ,800,1100,975,27 Oct 2017
3031,3031,Khargone,Badwaha,Maize,Yellow,FAQ,800,1130,910,26 Oct 2017
3032,3032,Khargone,Badwaha,Maize,Yellow,FAQ,690,1100,980,25 Oct 2017
3033,3033,Khargone,Badwaha,Maize,Yellow,FAQ,825,1170,1030,23 Oct 2017
3034,3034,Khargone,Badwaha,Maize,Yellow,FAQ,850,1185,1135,22 Oct 2017
3035,3035,Khargone,Badwaha,Maize,Yellow,FAQ,750,1160,1050,16 Oct 2017
3036,3036,Khargone,Badwaha,Maize,Yellow,FAQ,700,1180,1050,15 Oct 2017
3037,3037,Khargone,Badwaha,Maize,Yellow,FAQ,670,1165,960,14 Oct 2017
3038,3038,Khargone,Badwaha,Maize,Yellow,FAQ,700,1125,1025,13 Oct 2017
3039,3039,Khargone,Badwaha,Maize,Yellow,FAQ,700,1195,905,12 Oct 2017
3040,3040,Khargone,Badwaha,Maize,Yellow,FAQ,775,1155,940,11 Oct 2017
3041,3041,Khargone,Badwaha,Maize,Yellow,FAQ,695,1190,1090,09 Oct 2017
3042,3042,Khargone,Badwaha,Maize,Yellow,FAQ,845,1175,980,08 Oct 2017
3043,3043,Khargone,Badwaha,Maize,Yellow,FAQ,905,1210,1120,07 Oct 2017
3044,3044,Khargone,Badwaha,Maize,Yellow,FAQ,740,1145,950,04 Oct 2017
3045,3045,Khargone,Badwaha,Maize,Yellow,FAQ,800,1240,845,27 Sep 2017
3046,3046,Khargone,Badwaha,Maize,Yellow,FAQ,905,950,935,25 Sep 2017
3047,3047,Khargone,Badwaha,Maize,Yellow,FAQ,885,1255,1255,24 Sep 2017
3048,3048,Khargone,Badwaha,Maize,Yellow,FAQ,880,1120,1120,23 Sep 2017
3049,3049,Khargone,Badwaha,Maize,Yellow,FAQ,800,910,880,20 Sep 2017
3050,3050,Khargone,Badwaha,Maize,Yellow,FAQ,1135,1135,1135,18 Sep 2017
3051,3051,Khargone,Badwaha,Maize,Yellow,FAQ,680,1280,805,14 Sep 2017
3052,3052,Khargone,Badwaha,Maize,Yellow,FAQ,895,1290,1275,13 Sep 2017
3053,3053,Khargone,Badwaha,Maize,Yellow,FAQ,1090,1090,1090,06 Sep 2017
3054,3054,Khargone,Badwaha,Maize,Yellow,FAQ,1325,1325,1325,04 Sep 2017
3055,3055,Khargone,Badwaha,Maize,Yellow,FAQ,1295,1295,1295,26 Aug 2017
3056,3056,Khargone,Badwaha,Maize,Yellow,FAQ,1300,1310,1310,23 Aug 2017
3057,3057,Khargone,Badwaha,Maize,Yellow,FAQ,1315,1315,1315,20 Aug 2017
3058,3058,Khargone,Badwaha,Maize,Yellow,FAQ,1315,1315,1315,17 Aug 2017
3059,3059,Khargone,Badwaha,Maize,Yellow,FAQ,1125,1125,1125,11 Aug 2017
3060,3060,Khargone,Badwaha,Maize,Yellow,FAQ,1295,1295,1295,04 Aug 2017
3061,3061,Khargone,Badwaha,Maize,Yellow,FAQ,1380,1380,1380,03 Aug 2017
3062,3062,Khargone,Badwaha,Maize,Yellow,FAQ,1300,1330,1320,02 Aug 2017
3063,3063,Khargone,Badwaha,Maize,Yellow,FAQ,1325,1325,1325,22 Jul 2017
3064,3064,Khargone,Badwaha,Maize,Yellow,FAQ,1335,1335,1335,21 Jul 2017
3065,3065,Khargone,Badwaha,Maize,Yellow,FAQ,1345,1345,1345,20 Jul 2017
3066,3066,Khargone,Badwaha,Maize,Yellow,FAQ,1320,1320,1320,17 Jul 2017
3067,3067,Khargone,Badwaha,Maize,Yellow,FAQ,1375,1375,1375,16 Jul 2017
3068,3068,Khargone,Badwaha,Maize,Yellow,FAQ,1365,1365,1365,15 Jul 2017
3069,3069,Khargone,Badwaha,Maize,Yellow,FAQ,1360,1360,1360,12 Jul 2017
3070,3070,Khargone,Badwaha,Maize,Yellow,FAQ,1315,1340,1340,08 Jul 2017
3071,3071,Khargone,Badwaha,Maize,Yellow,FAQ,1315,1340,1340,07 Jul 2017
3072,3072,Khargone,Badwaha,Maize,Yellow,FAQ,1320,1350,1340,06 Jul 2017
3073,3073,Khargone,Badwaha,Maize,Yellow,FAQ,1320,1350,1350,05 Jul 2017
3074,3074,Khargone,Badwaha,Maize,Yellow,FAQ,1320,1320,1320,01 Jul 2017
3075,3075,Khargone,Badwaha,Maize,Yellow,FAQ,1320,1330,1330,29 Jun 2017
3076,3076,Khargone,Badwaha,Maize,Yellow,FAQ,1320,1330,1330,28 Jun 2017
3077,3077,Khargone,Badwaha,Maize,Yellow,FAQ,1305,1325,1325,25 Jun 2017
3078,3078,Khargone,Badwaha,Maize,Yellow,FAQ,1330,1330,1330,24 Jun 2017
3079,3079,Khargone,Badwaha,Maize,Yellow,FAQ,1315,1315,1315,23 Jun 2017
3080,3080,Khargone,Badwaha,Maize,Yellow,FAQ,1325,1340,1340,22 Jun 2017
3081,3081,Khargone,Badwaha,Maize,Yellow,FAQ,1280,1320,1295,21 Jun 2017
3082,3082,Khargone,Badwaha,Maize,Yellow,FAQ,1320,1330,1330,19 Jun 2017
3083,3083,Khargone,Badwaha,Maize,Yellow,FAQ,1300,1300,1300,17 Jun 2017
3084,3084,Khargone,Badwaha,Maize,Yellow,FAQ,1300,1320,1300,14 Jun 2017
3085,3085,Khargone,Badwaha,Maize,Yellow,FAQ,1330,1330,1330,12 Jun 2017
3086,3086,Khargone,Badwaha,Maize,Yellow,FAQ,1125,1200,1150,10 Jun 2017
3087,3087,Khargone,Badwaha,Maize,Yellow,FAQ,1175,1185,1185,07 Jun 2017
3088,3088,Khargone,Badwaha,Maize,Yellow,FAQ,1000,1265,1050,05 Jun 2017
